segment_family,priority_rank,segment,order_volume,observed_late_orders,observed_late_rate,expected_late_orders,mean_predicted_risk,mean_positive_delay_days_raw,positive_delay_observations,late_review_mean,late_review_observations,on_time_review_mean,smoothed_late_rate,mean_positive_delay_days,review_penalty_raw,review_penalty,normalized_order_volume,normalized_expected_late_orders,normalized_smoothed_late_rate,normalized_mean_positive_delay_days,normalized_review_penalty,priority_score
seller_state,7,BA,120,6,0.05,7.422251092618633,0.06185209243848861,4.03204475308642,6,3.0,6,4.052631578947368,0.05082377349279961,4.647633081955359,1.0526315789473681,1.02489217672768,0.0012032789350981425,0.002976857028953992,0.272558946785399,0.271847998378558,0.5512465220928684,0.23846793023497082
seller_state,8,DF,150,8,0.05333333333333334,9.085193620519965,0.0605679574701331,5.2043301504629635,8,3.75,8,4.119718309859155,0.05320020746887967,5.100250110915052,0.369718309859155,0.7244573240462173,0.0034594269384071595,0.004795641462202417,0.29570613166788345,0.39127938408048685,0.17668332279481713,0.1885467932936604
seller_state,9,PE,107,1,0.009345794392523364,8.326187822160767,0.07781483945944642,1.6166550925925927,1,3.0,1,4.266666666666667,0.023184977667362633,4.707865080487257,1.2666666666666666,1.0317410927841217,0.00022561480033090172,0.003965505779435809,0.003348725361146901,0.2877413267069133,0.5597853180645347,0.1830661608331883
seller_state,10,RS,486,23,0.047325102880658436,17.686384259212975,0.036391737158874435,3.9227918679549116,23,4.045454545454546,22,4.434782608695652,0.047835898309283455,4.2543658713857635,0.38932806324110647,0.5827407107894692,0.028728284575468152,0.014202888783491154,0.24345613981715458,0.16807716143631457,0.0,0.09764340798251359
seller_state,11,GO,104,5,0.04807692307692308,4.700465012622291,0.04519677896752203,0.8182060185185185,5,4.6,5,4.444444444444445,0.049610659050493076,3.617392725690655,0.0,0.6721656902639115,0.0,0.0,0.26074284561771593,0.0,0.11148941645802729,0.08279263932084457
route,1,SP -> PE,222,10,0.04504504504504504,28.55208776022748,0.1286130079289526,15.676853009259258,10,1.7,10,4.44811320754717,0.046470740785940934,10.34691954426799,2.7481132075471697,1.8781808714715187,0.02546262028127313,0.07228631612144663,0.2831431197558872,0.9808837384001952,0.9601403463408381,0.5605137730592038
route,2,SP -> MA,71,12,0.16901408450704225,12.472548366018678,0.1756696952960377,7.063266782407408,12,1.9166666666666667,12,4.254237288135593,0.12099207846095814,6.133139190075278,2.3375706214689265,1.7333333096175358,0.0031088082901554403,0.029294364307538047,0.9452457490728212,0.3728744847663364,0.8647585810743557,0.5344129540157874
route,3,SP -> SP,6805,591,0.08684790595150625,375.5288612512559,0.05518425587821541,3.524109736322617,591,3.6219931271477663,582,4.393283823054569,0.08659956841630576,3.5489496089175274,0.7712906959068024,0.7752933621143879,1.0,1.0,0.6396772764740347,0.0,0.2338916184617866,0.4669373872626752
route,4,SP -> DF,290,10,0.034482758620689655,21.02692170173911,0.07250662655772107,11.351923611111111,10,1.5,10,4.369175627240144,0.037176592628752746,8.184454845193917,2.8691756272401436,1.9387120813180054,0.03552923760177646,0.0521662387581167,0.2005670398823449,0.6688602257400326,1.0,0.45899019914865885
route,5,SP -> RS,604,14,0.023178807947019868,34.787724496252565,0.057595570358034046,14.381130952380953,14,2.7142857142857144,14,4.362244897959184,0.025443488522593167,10.479403921920857,1.6479591836734695,1.3814130802244684,0.08201332346410066,0.08895857193126051,0.0963214731613664,1.0,0.6330199706148023,0.458230656203479
route,6,SP -> BA,450,22,0.04888888888888889,54.047669769030534,0.12010593282006786,11.727866161616163,22,2.9545454545454546,22,4.17096018735363,0.04928008298755186,9.630716135885088,1.2164147328081758,1.1513627961168293,0.05921539600296077,0.14045399221699376,0.3081033917581059,0.8775422580243533,0.48153242110145805,0.4508990067278759
route,7,MA -> SP,73,13,0.1780821917808219,14.84969314372452,0.20342045402362358,5.014301994301994,13,2.75,12,4.266666666666667,0.12715480889248726,5.015468987769268,1.5166666666666666,1.2855675160890305,0.003404885270170244,0.03565014921109204,1.0,0.21160508570126063,0.5699059010150967,0.44277936989652933
route,8,SP -> MS,99,14,0.1414141414141414,7.536119427125433,0.07612241845581245,5.24926669973545,14,2.7857142857142856,14,4.4941176470588236,0.11167813083071096,5.1524831078776465,1.708403361344538,1.4166721838659253,0.007253886010362694,0.016095807441529945,0.8624937560503683,0.23137494694272412,0.6562380041390824,0.4286845376038737
route,9,SP -> GO,237,5,0.02109704641350211,15.86450879808532,0.06693885568812372,15.234958333333333,5,1.6,5,4.297413793103448,0.026620353636849944,8.422976830628926,2.6974137931034483,1.5713036212983942,0.02768319763138416,0.03836346733810213,0.10677761244725592,0.7032767263996618,0.7580624275482291,0.39096210319192204
route,10,RJ -> RJ,254,34,0.13385826771653545,15.481328248369536,0.06095011121405329,3.474117987472767,34,3.1818181818181817,33,4.538812785388128,0.12052645228215768,3.8247698265191206,1.3569946035699463,1.2758908667852766,0.030199851961509993,0.03733895542109155,0.9411087820392042,0.03979828812724194,0.5635338511121294,0.38176652805693156
